-0.305	0.881558843
-0.305	0.876875403
-0.305	0.872187421
-0.307	0.867449452
-0.301	0.862888369
-0.298	0.858253868
-0.293	0.853658894
-0.289	0.849036018
-0.29	0.84429721
-0.286	0.839664197
-0.28	0.83506955
-0.277	0.830403883
-0.271	0.825797978
-0.268	0.821121858
-0.263	0.816483438
-0.253	0.811945643
-0.248	0.807295641
-0.239	0.802724062
-0.236	0.798021022
-0.23	0.79337523
-0.223	0.788744397
-0.212	0.784189516
-0.205	0.779546477
-0.194	0.774978399
-0.187	0.770323246
-0.184	0.76827398
-0.18097	0.767517195
-0.17794	0.766056284
-0.17491	0.764493029
-0.17188	0.763583316
-0.16885	0.761797273
-0.16582	0.759950964
-0.16279	0.759290739
-0.15976	0.758377156
-0.15673	0.757319296
-0.1537	0.756449716
-0.15067	0.754060322
-0.14764	0.752883109
-0.14461	0.752122716
-0.14158	0.750705514
-0.13855	0.749501836
-0.13552	0.748564396
-0.13249	0.747413137
-0.12946	0.746043811
-0.12643	0.74435513
-0.1234	0.743714538
-0.12037	0.74250219
-0.11734	0.74124157
-0.11431	0.741065273
-0.11128	0.73907847
-0.10825	0.738131682
-0.10522	0.736829579
-0.10219	0.735625657
-0.09916	0.735566561
-0.09613	0.733585081
-0.0931	0.732155952
-0.09007	0.731800822
-0.08704	0.73139879
-0.08401	0.729952195
-0.08098	0.729417475
-0.07795	0.728738
-0.07492	0.727930789
-0.07189	0.727092822
-0.06886	0.725660513
-0.06583	0.724418137
-0.0628	0.723710143
-0.05977	0.723342916
-0.05674	0.721971421
-0.05371	0.72082695
-0.05068	0.719212991
-0.04765	0.717065696
-0.04462	0.717021971
-0.04159	0.715629615
-0.03856	0.714268404
-0.03553	0.712698449
-0.0325	0.711059891
-0.02947	0.709879863
-0.02644	0.70857317
-0.02341	0.706841953
-0.02038	0.705021758
-0.01735	0.704557364
-0.01432	0.701381471
-0.01129	0.700203385
-0.00826	0.698356875
-0.00523	0.695341712
-0.0022	0.691568927
0.00083	0.690363794
